IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
104.24.205.82,4,1,0.75,236.83,0.00,N/A
172.65.19.248,4,1,0.75,237.74,0.00,N/A
172.65.20.12,4,1,0.75,237.74,0.00,N/A
104.18.142.57,4,1,0.75,238.27,0.00,N/A
172.66.132.161,4,1,0.75,238.32,0.00,N/A
172.64.80.119,4,1,0.75,238.56,0.00,N/A
104.24.187.7,4,1,0.75,238.58,0.00,N/A
104.17.139.112,4,1,0.75,238.61,0.00,N/A
104.25.66.78,4,1,0.75,238.68,0.00,N/A
104.25.112.76,4,1,0.75,238.78,0.00,N/A
104.24.180.43,4,1,0.75,238.87,0.00,N/A
104.25.70.134,4,1,0.75,239.27,0.00,N/A
104.25.175.70,4,1,0.75,239.54,0.00,N/A
172.67.115.44,4,1,0.75,239.61,0.00,N/A
172.65.21.142,4,1,0.75,239.63,0.00,N/A
104.17.137.116,4,1,0.75,240.06,0.00,N/A
104.24.153.76,4,1,0.75,240.11,0.00,N/A
104.17.92.104,4,1,0.75,240.19,0.00,N/A
104.18.137.199,4,1,0.75,240.30,0.00,N/A
172.67.92.155,4,1,0.75,240.43,0.00,N/A
172.67.93.22,4,1,0.75,240.43,0.00,N/A
104.24.181.196,4,1,0.75,240.84,0.00,N/A
104.24.179.253,4,1,0.75,241.02,0.00,N/A
172.66.139.130,4,1,0.75,241.11,0.00,N/A
104.25.115.153,4,1,0.75,241.23,0.00,N/A
104.25.73.27,4,1,0.75,241.43,0.00,N/A
172.66.141.30,4,1,0.75,241.44,0.00,N/A
104.24.209.234,4,1,0.75,241.45,0.00,N/A
172.66.158.145,4,1,0.75,241.56,0.00,N/A
104.25.139.161,4,1,0.75,242.50,0.00,N/A
104.25.123.119,4,1,0.75,242.55,0.00,N/A
172.66.160.106,4,1,0.75,242.81,0.00,N/A
104.25.88.83,4,1,0.75,243.79,0.00,N/A
104.17.142.116,4,1,0.75,243.81,0.00,N/A
104.17.143.203,4,1,0.75,244.09,0.00,N/A
104.25.177.58,4,1,0.75,244.45,0.00,N/A
104.25.143.92,4,1,0.75,244.55,0.00,N/A
104.17.95.63,4,1,0.75,244.60,0.00,N/A
172.64.82.206,4,1,0.75,244.61,0.00,N/A
104.20.4.127,4,1,0.75,244.76,0.00,N/A
104.18.108.108,4,1,0.75,245.08,0.00,N/A
104.25.48.211,4,1,0.75,245.18,0.00,N/A
172.66.161.123,4,1,0.75,245.54,0.00,N/A
172.65.18.4,4,1,0.75,245.93,0.00,N/A
104.25.120.2,4,1,0.75,246.93,0.00,N/A
104.27.93.121,4,1,0.75,246.97,0.00,N/A
104.24.151.133,4,1,0.75,247.01,0.00,N/A
104.25.85.203,4,1,0.75,247.11,0.00,N/A
104.25.110.68,4,1,0.75,247.33,0.00,N/A
172.67.95.24,4,1,0.75,247.75,0.00,N/A
104.20.33.100,4,1,0.75,247.96,0.00,N/A
104.20.2.182,4,1,0.75,248.55,0.00,N/A
172.67.118.55,4,1,0.75,248.95,0.00,N/A
104.25.119.20,4,1,0.75,249.31,0.00,N/A
104.17.140.158,4,1,0.75,249.42,0.00,N/A
104.17.135.163,4,1,0.75,249.80,0.00,N/A
104.24.149.132,4,1,0.75,250.01,0.00,N/A
172.64.234.52,4,1,0.75,250.43,0.00,N/A
104.17.134.71,4,1,0.75,250.52,0.00,N/A
104.17.133.252,4,1,0.75,251.52,0.00,N/A
104.24.185.206,4,1,0.75,252.38,0.00,N/A
104.24.150.212,4,1,0.75,255.28,0.00,N/A
104.25.116.95,4,1,0.75,255.91,0.00,N/A
104.25.107.170,4,1,0.75,256.23,0.00,N/A
104.24.202.87,4,1,0.75,256.88,0.00,N/A
104.25.87.237,4,1,0.75,257.05,0.00,N/A
104.25.105.73,4,1,0.75,258.20,0.00,N/A
104.25.109.24,4,1,0.75,258.30,0.00,N/A
104.25.113.110,4,1,0.75,258.87,0.00,N/A
104.20.32.72,4,1,0.75,259.02,0.00,N/A
104.24.183.128,4,1,0.75,260.13,0.00,N/A
104.25.86.200,4,1,0.75,260.86,0.00,N/A
104.17.130.236,4,1,0.75,261.97,0.00,N/A
104.24.203.63,4,1,0.75,263.41,0.00,N/A
104.25.106.107,4,1,0.75,266.91,0.00,N/A
104.18.30.108,4,1,0.75,268.29,0.00,N/A
104.25.83.52,4,1,0.75,271.73,0.00,N/A
104.18.31.171,4,1,0.75,273.85,0.00,N/A
104.25.114.235,4,1,0.75,274.81,0.00,N/A
104.25.118.201,4,1,0.75,275.11,0.00,N/A
104.24.201.105,4,1,0.75,288.36,0.00,N/A
104.24.230.192,4,1,0.75,295.27,0.00,N/A
104.24.199.53,4,1,0.75,305.35,0.00,N/A
104.24.200.39,4,1,0.75,306.45,0.00,N/A
104.18.29.56,4,1,0.75,315.98,0.00,N/A
104.24.229.182,4,1,0.75,321.61,0.00,N/A
104.24.198.231,4,1,0.75,323.21,0.00,N/A
104.25.78.176,4,1,0.75,323.68,0.00,N/A
104.24.197.127,4,1,0.75,323.89,0.00,N/A
104.18.28.156,4,1,0.75,326.50,0.00,N/A
104.24.227.27,4,1,0.75,330.73,0.00,N/A
104.25.80.185,4,1,0.75,334.18,0.00,N/A
104.24.224.196,4,1,0.75,335.70,0.00,N/A
104.25.104.107,4,1,0.75,342.75,0.00,N/A
104.25.77.129,4,1,0.75,345.13,0.00,N/A
104.24.222.7,4,1,0.75,346.13,0.00,N/A
104.25.61.205,4,1,0.75,347.45,0.00,N/A
104.24.215.29,4,1,0.75,348.20,0.00,N/A
104.24.194.221,4,1,0.75,348.64,0.00,N/A
104.24.216.249,4,1,0.75,349.50,0.00,N/A
104.24.219.151,4,1,0.75,350.08,0.00,N/A
104.25.101.70,4,1,0.75,350.52,0.00,N/A
104.24.213.86,4,1,0.75,351.23,0.00,N/A
104.25.102.164,4,1,0.75,352.02,0.00,N/A
104.25.79.160,4,1,0.75,352.34,0.00,N/A
104.24.195.96,4,1,0.75,355.99,0.00,N/A
104.25.74.14,4,1,0.75,357.62,0.00,N/A
104.24.196.189,4,1,0.75,357.82,0.00,N/A
104.25.64.151,4,1,0.75,358.07,0.00,N/A
104.25.59.25,4,1,0.75,358.21,0.00,N/A
104.25.81.200,4,1,0.75,358.28,0.00,N/A
104.24.225.222,4,1,0.75,358.62,0.00,N/A
104.24.210.174,4,1,0.75,359.06,0.00,N/A
104.25.58.216,4,1,0.75,359.63,0.00,N/A
104.25.68.125,4,1,0.75,359.79,0.00,N/A
104.25.62.138,4,1,0.75,360.95,0.00,N/A
104.24.211.229,4,1,0.75,361.94,0.00,N/A
104.25.60.159,4,1,0.75,362.24,0.00,N/A
104.24.204.81,4,1,0.75,363.36,0.00,N/A
104.25.99.58,4,1,0.75,363.62,0.00,N/A
104.25.75.155,4,1,0.75,365.03,0.00,N/A
104.25.65.29,4,1,0.75,366.46,0.00,N/A
104.24.192.8,4,1,0.75,366.78,0.00,N/A
104.25.69.102,4,1,0.75,382.81,0.00,N/A
104.24.217.209,4,1,0.75,391.50,0.00,N/A
104.25.67.3,4,1,0.75,395.19,0.00,N/A
